,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
270,Worst experience,"By far the worst experience I've had with any airline. My flight was delayed a total of 26 hours! Customer service I received from Kim over the phone was terrible and she was extremely rude. I missed out on a full days pay, had to pay extra for a babysitter as my two childrenâ", Sep 2019,19-Sep,,Denver - Phoenix,Economy,1,1
271,American Airline flight,This was a very good flight.  In first class you had your own cubical but you could still interact with your traveling buddy if you have one.  The flight attendants are super nice and accommodating.  They offer you PJâ€™s and make sure you are comfortable.  There was one attendantâ, Sep 2019,19-Mar,"Florissant, Missouri",Saint Louis - Sydney,First Class,44,4
272,Charleston to Dayton Ohio,I totally enjoyed the flights. People were helpful and courteous. ontime arrival and departures. We were kept informed any changes I will highly recommend this airline, Sep 2019,19-Sep,,Charleston - Dayton,Economy,2,5
273,Business and family wedding,Flight staff amazing. Even with crazy weather. Luggage out in timely manner. Always fly AAðŸ˜ canâ€™t wait for next trip at the end of the month, Sep 2019,19-Aug,,Dallas - Tampa,Economy,5,5
274,Terrible,This is an awful airline to fly. Terrible all around from customer service to how the gate is run. I will never fly American Airlines., Sep 2019,19-Sep,,Phoenix - Denver,Economy,1,1
275,Flight was fine - just not great.,"These flights were fine;  just a bit overpriced, considering their new planes don't have any phone chargers or screens like the new Delta planes do.", Sep 2019,19-Sep,,Fort Myers - Manchester,Economy,2,3
276,Efficient staff and crew,We recently took a trip to Colorado Springs and we were very happy with the efficiency and service of the entire crew.  Both of our flights loaded quickly and we were off the ground earlier than scheduled., Sep 2019,19-Aug,,Tampa - Colorado Springs,Premium Economy,6,5
277,Shannon To Philadelphia Over crowded.,"Due to a small engine fire at Shannon the day before our departure, all the flights out were pushed back 6 hours. Because of the flight overbooking (which is in my opinion absurd) the plane was packed and it was obvious that they moved the seats closer to maximize the number ofâ", Sep 2019,19-Aug,"Philadelphia, Pennsylvania, United States",Shannon - Philadelphia,Premium Economy,6,3
278,Great Airline,"American Airlines was a roomy plane, great staff and no issues for our many connections throughout our vacation", Sep 2019,19-Sep,"Sechelt, Canada",St Martin / St Maarten - Charlotte,Economy,1,5
279,American Airlines roundtrip,All flights on this trip were on time.  The flight attendants were very helpful and friendly with smiling faces.  Pleasure., Sep 2019,19-Aug,"Kingsport, Tennessee",Blountville - Denver,Economy,6,5
280,perfect,very good service. checking fast and no issues  good movies and very clean plane :)  will arrived early and we were able to flight back and early flight without extra charge, Sep 2019,19-Aug,"Miami, Florida",Miami - Atlanta,Economy,3,5
281,Get the most out of American,"I am treated very well by American Airlines. To make sure I continue to be treated well, I stay loyal to American. They reward my loyalty generously. I don't pay to check bags, I don't pay to select a seat, Even in economy I don't pay for coffee or soft drinks and I can usuallyâ", Sep 2019,19-Sep,"Bradenton, Florida",Tampa - Allentown,First Class,27,5
282,on time,Great trip - flight was on time - service was good.  Flight attendants did a good job and were very pleasant, Sep 2019,19-Jun,"Dallas, Texas",St. Kitts - Dallas,Economy,7,5
283,A !ittle More Communication would be Nice,"Clear air everywhere in the country, no apparent issues with aircraft, and a 3.5 hour delay out of Dallas. No reasons given, just delayed. Would have been nice to know the whys of our interrupted trip. They did give us a complimentary drink once we got airborne which wasâ", Sep 2019,19-Sep,"Fairhope, Alabama",Pensacola - Portland,Economy,76,3
284,An adventurous journey,"On the day of departure, we were de-planed because of mechanical problems. Their agents immediately offered to re-book me with a different itinerary the very same day which saved the Organized Tour that I had reservations for in Athens.  I was happy to arrive on time. Othersâ", Sep 2019,19-Sep,"Escondido, California",San Diego - Athens,Economy,10,4
285,Not thrilled,"We flew First Class going to Turks And Caicos, we were disappointed with the leg room and the food wasnâ€™t very good, either.  My husband is 6â€™5â€, luckily the flight was that long.  Coming home we had Premium Economy.  Disappointed that we paid all this extra money for bothâ", Sep 2019,19-Aug,"Winfield, Illinois, USA",Chicago - Providenciales,First Class,29,3
286,Vacation Flight,"Travelled from Akron, Ohio on a commuter flight to Chicago where we changed planes to continue on to Phoenix, AZ. Both flights were uneventful. The seat width room from Chicago to Phoenix was a bit tight. Both flights arrived on time. The flight attendants weren't as friendly asâ", Sep 2019,19-Sep,,Akron - Phoenix,Business Class,22,5
287,"Cancelled flight for no reason, refused to reschedule, HORRIBLE customer service","When flying 7.5 months pregnant, with my toddler last week American abruptly cancelled our flight home from California to NC on about 6 hours notice. We spent three hours on the phone trying to find a replacement flight and the call kept getting disconnected", Sep 2019,19-Aug,,Los Angeles - Raleigh,Economy,20,1
288,Monopolizing the Caribbean- financially penalizing customers (mostly of color),It was a great announcement to learn that American Airlines (AA) was finally serving the Caribbean island of St. Vincent & the Grenadines now that they have a larger airport. There is one flight per week out of Miami and one flight weekly departing St. Vincent. When I firstâ, Sep 2019,19-Aug,"Cheverly, MD",Washington DC - St. Vincent,Economy,11,2
289,Return from France,I would rate the flight as just adequate. The pluses  1. Boarding was smooth and on time 2. Flight was smooth and uneventful  3. baggage arrived relatively quickly The  negatives 1.steward was quite curt and abrupt  seemed annoyed by any question.  2. I could not listen to theâ, Sep 2019,19-Sep,"Marysville, Pennsylvania",Paris - Philadelphia,Economy,26,2
290,No fee for flight change,"Returning from a long cruise, we would have had an 8 hr. wait for our flight, however the ticket agent at Boston was able to change our flight to one that left 5 hrs. earlier with no change fee or baggage fee.  Several days before I had called American and was told there wouldâ", Sep 2019,19-Sep,"The Villages, Florida",Boston - Orlando,Economy,9,4
291,American has improved its customer service.,"American has improved its customer service experience from making the flight to inflight service to retrieving your bags at baggage claim. I needed assistance with Pre-Check authorization upon booking my flight and they were very helpful. In the airport, on the plane, and evenâ", Sep 2019,19-Aug,"Dallas, Texas",Dallas - Chicago,Premium Economy,62,5
292,"If you have a negative self image, this is the airline for you!","My wife & I had high hopes of a great, but short, getaway vacation, by upgrading our flights to first class by using frequent flyer mileage & paying the fee to use the mileage. The first leg from Boston to Dallas went great, but our connecting flight to Puerto Vallarta gotâ", Sep 2019,19-Aug,"Cumberland, Rhode Island",Boston - Puerto Vallarta,First Class,40,2
293,AA 1st Class,Travelled 1st class Heathrow to New York in July - an absolute pleasure - attendant's service was very good - food selection & beverage service quite adequate - sleeping comfort desirable as well., Sep 2019,19-Jul,"Toronto, Canada",Toronto - London,Business Class,10,4
294,"Absolutely disgraceful service, never again!!","In short our flight was cancelled the moring of departure, we reeived 3 further messages via text with alternative flights,then just cancelled, call number provided to arrange new flights, no explanation and the number provided was not in existance, we basically spent  hours andâ", Sep 2019,19-Jul,"Oxfordshire, United Kingdom",London - Chicago,Premium Economy,2,1
295,Good service,Good service good food blah blah blah blah blah blah blah doing review donâ€™t want to be told how long my review should be . Seems there should be some satisfaction on your part that folks are willing to write a review! 100 words really is this freshman English class?, Sep 2019,19-Aug,"Canterbury, Connecticut",Hartford - Lihue,First Class,4,4
296,Everything was on time...,"Staff was great and the airplane was very clean. All flights were on time. Leg room was same as usual for my husband he is 6'2"", I am only 5'00""so no problem for me. Had a layover in Charlotte N.C. still smooth. Great flight into Cancun. Return was fine some problems with planeâ", Sep 2019,19-Aug,,Richmond - Cancun,Economy,2,5
297,Love the legroom in the newer planes,The extra legroom in the newer planes is fantastic!  Also have really enjoyed the entertainment options American now offers.  My flight experiences are consistently good when flying American so they are my 'go to' airline.  Lots of options and staff are helpful and courteous., Sep 2019,19-Jul,"Springfield, Illinois",Phoenix - Saint Louis,Business Class,35,5
298,Straight shot / No Layovers,"Great Flight. No delays. Comfortable seats. The best part is the straight shot. Not layovers, not multiple flight changes.", Sep 2019,19-Aug,"Lexington, Kentucky",Charlotte - Grand Rapids,Economy,4,3
299,American needs to pay attention to Latino clientele,"Enough of dirty filthy planes and hand me downs! Asked for a sandwich to purchase and the plane is not serviced in Managua, so all they can serve are leftovers from a previous flight! Your loyal American customers deserve to be heard and not treated poorly or overlooked in yourâ", Sep 2019,19-Sep,"New Orleans, Louisiana",Managua - Miami,Premium Economy,7,3
300,"delayed, again","We are at the mercy of the airlines, i remember the day flying was fun.  Arrived at the airport 2 hours early, kept checking my flight status, get to airport and 1/2 hour into arrival, DELAYED, delayed 1/2 hour, delayed, 1 hour, delayed 2 hours.  Was a 10 am flight and was foggyâ", Sep 2019,19-Aug,"Media, Pennsylvania",Philadelphia - Fort Myers,Economy,97,2
301,Leg room baggage space,The crew was friendly and helpful. We purchased seats with extra leg room which I'm very happy we did. The only negative was where we had to stow our carry on's.  We were seated in row 5 and by the time we boarded all the overheads were filled near our seats.  We had to stowâ, Sep 2019,19-Aug,,Philadelphia - San Francisco,Economy,6,4
302,Spending more time being there.,The flight was on time. Connections were on time.  Our baggage arrived with us.  The stewards were friendly and helpful.  I hope this  information helps you plan your trip., Sep 2019,18-Oct,"Fort Wayne, Indiana",Fort Wayne - New Orleans,Economy,8,4
303,Airlines are becoming the WORST way to travel,"We flew premiumâ€”paid more to get hopefully an inch more space in the seats. didnâ€™t happen. In fact, I donâ€™t think we got anything at all for that extra money. From the moment you enter the airport these days you are treated like dirt. First there is the security where you areâ", Sep 2019,19-Jun,"Greenwood, Mississippi",Honolulu - Jackson,Premium Economy,40,2
304,Flight review #1,Great overall flight.  Smooth ride.  Service: beverage and food quality and service was top notch.  It was well worth the update for the long fight., Sep 2019,19-Aug,Central PA,Philadelphia - Budapest,Business Class,18,5
305,My flight to Puerto Rico!,"Flight was on time. Boarding was fast. The only bad thing about the flight was the flight attendants. I donâ€™t know what it is, perhaps itâ€™s that because theyâ€™ve had problems with other passengers, they are just so unfriendly, they look miserable. They look tired. If you ask themâ", Sep 2019,19-Aug,"Miami, Florida",Miami - San Juan,Economy,10,4
306,Good flight except departure and return to Knoxville,"It was a good flight except for the departure and return to Knoxville (flight is from Knoxville to Charolette to London and same on return) is bad.  Departure from Knoxville we were 45 mins late in taking off the reason given was not enough ground staff.  On return, we arrivedâ", Sep 2019,19-Sep,"Burbank, California",Knoxville - London,Economy,58,4
307,Are American Airlines finally get their act together?,"Like many similar travellers I stopped using American Airlines about 12 years ago. Rude staff, tatty planes and even worse seats. However, just flew Dublin to DFW return and was very surprised. Clean and new aircraft, attentive staff (with a nice attitude), gate staff were stillâ", Sep 2019,19-Aug,"County Kilkenny, Ireland",Dublin - Dallas,Business Class,10,4
308,Short but nice.,"After our Florida trip, we took a flight to Los Angeles and do our Las Vegas escapade. We booked via American Airlines and it was a short and pleasant flight.", Sep 2019,19-Aug,"Mandaluyong, Philippines",Miami - Los Angeles,Economy,442,4
309,The Trip from Hell,"My husband and I gave up 900,000 miles for 2 RT tFirst Class seats to Narita and Return to Washington DC  our plane, a new Dreamliner had engine trouble from Oâ€™Hare but AA denied that after we could see mechanics working for over 6 hours on a scaffold behind rt engine.   We hadâ", Sep 2019,18-Oct,,Washington DC - Tokyo,First Class,7,1
310,If I can help it....NEVER AGAIN,I gave this airline 2 ratings cause the flight crew were so nice and friendly...other than that I'm not a fan....they seem to be so unorganized.....the planes are small....and so many other things....I have to go to work...so I can't keep writing.....We did land safely going andâ, Sep 2019,19-Aug,"New York City, New York",New York City - Punta Cana,Economy,4,2
311,"Crew good, food dreadfull","Crew were friendly, leg room as usual not great, but how they have the nerve to serve up the food provided!  Flight was on time both ways. Also no complimentary pre-lunch drinks apart form wine with meals which is the first time on a long haul flight we were asked to pay for G&Tâ", Sep 2019,19-Sep,"Exeter, United Kingdom",London - New York City,Economy,19,3
312,Disaster,"I got bumped from this flight because it was basically over booked.  Unfortunately I had an international connection out of JFK.  They managed to get me on another later flight, but it was to La Guardia.  I had to pay the cab fair and nearly missed my connection.  What a joke!", Sep 2019,19-Aug,SC,Charlotte - New York City,Economy,39,1
313,Rude Staff,"Out Bound Flight was not too bad, but the flight staff were not very polite or engaging. I asked to pre-book seats for the return flight, the desk staff assured me that they were booked, however on return from JFK we found that  that was not the case and it cost another Â£211 toâ", Sep 2019,19-Aug,"Tredegar, United Kingdom",London - New York City,Economy,14,2
314,Last airplane ride 1998,"It was nice ,  except when the flight attendant threated to turn back to LA because 3 toilets were stopped up. And then said the economy people cannot use the 1st class bathrooms. Food okay. Liked the screens for movies.", Sep 2019,19-Sep,jacksonville,Jacksonville - Honolulu,Premium Economy,12,3
315,50 minutes delay,50 minutes delay to depart for unknown reason. They should communicate these type of delays better to passengers. Other than that it was a short flight., Sep 2019,19-Sep,"Norfolk, Virginia",Norfolk - Toronto,Economy,25,3
316,Canceled Flight - Rerouted No First Class,The flight was canceled due to weather in DFW with less than a 24-hour notice. It took 6 hours on the phone to get it rebooked and then the flight they rebooked us on did not have 1st Class available after we had purchased this 1st class ticket back in June. I am waiting for aâ, Sep 2019,19-Aug,"Lithonia, Georgia",Atlanta - Kailua-Kona,First Class,6,2
317,"Good, but not great",We enjoyed the priority boarding and the added attention of the stewards.  The food was just so-so.  The in-flight entertainment was difficult to operate., Sep 2019,19-Jun,"McKinney, Texas",Dallas - Reno,First Class,93,4
318,Premium seating,"For the first time in my 68 years, I traveled other than coach. Their premium seating and service is awesome.", Sep 2019,19-Aug,"El Cajon, California",Los Angeles - Stockholm,Premium Economy,6,5
319,The flight that never was,"Both a ticket through a discount company, Cheap Air, I believe, flight canceled 2 times, reschedule 2x only after I call in, land in Seattle over 8 hours late, totally messed up my day and the next day too....Never them.", Sep 2019,19-May,"Tucson, Arizona",Tucson - Seattle,Economy,40,2
320,Good enough,"Short 2.5 hour flight. Didn't pick seats but before flight computer sat us (wife and I) together. First seats assigned were middle and separated. It happened both ways. Still do not understand boarding planes from the front to the back, but I know they have it figured out.", Aug 2019,19-Aug,"Seattle, Washington",Seattle - Los Angeles,Economy,58,4
321,Delayed but Kept Informed,Computer problems caused us to be delayed approximately 45 minutes but captain and crew kept us very informed and comfortable.  Made up some of the lost time.  Overall pleasant experience., Aug 2019,19-Aug,,Philadelphia - Tampa,Premium Economy,7,4
322,We got there,"The staff were kind and gave us our drink and pretzels.  The leg room is ridiculous, but we could barely afford economy, so no chance of a nicer seat.  Flights have become so expensive and so very minimal compared to when I flew in the 80's and 90's.  Considering most flightsâ", Aug 2019,19-Aug,"Evanston, Illinois",Chicago - Albuquerque,Economy,12,4
323,Beware American Airlines...,"A July flight with this carrier had been over-booked, and for taking a different flight, they compensated me with a travel voucher. Trying to use it to book a September 4th flight to my wife yesterday, I was told - despite it being indicated nowhere in the voucher correspondenceâ", Aug 2019,NA,"Manchester, United Kingdom",Manchester - Philadelphia,Economy,23,1
324,Efficient Service,"I was flying to SLC. Non-stops were not available. Change of planes in Dallas is very quick, even if you have to go to another terminal. Just get on the train going in the right direction. Seating comfort is better than average.", Aug 2019,19-Aug,"Hedgesville, West Virginia",Baltimore - Salt Lake City,Economy,7,5
325,OLD Plane Loud Crew,We flew first class and the 777-200 plane had no video screens in the seats.  Crew members handed out bulky tablets after we took off.  The seats were very hard to operate and the table once unfolded was very difficult to put away.  The crew were very loud laughing in the galleyâ, Aug 2019,19-Jul,"Edgewood, Kentucky",Philadelphia - Dubrovnik,First Class,138,2
326,Engine problems,On my return flight back from Dallas Texas we were told that the plane had an issue with the right engine.  That they were going to possibly have someone fix it so we can prepare for take off.  My thoughts were the engine is nothing to quickly fix.  Or even to attempt to quicklyâ, Aug 2019,19-Aug,,Dallas - Buffalo,Premium Economy,2,3
327,Average short-haul business class,"DFW was a mess. I connected from another international flight. There were easily over 1,000 people in the line for customs, and the line stretched down the bridge toward the old Centurion Lounge. I was SO thankful for global entry. Regular security lines were posting a ~20â", Aug 2019,19-Aug,Colorado,Dallas - Cancun,Business Class,509,3
328,Home journey to Heathrow from Cancun via Charlotte,"Our outward journey to Cancun via Miami was great. No issue with luggage as they went straight through onto the next plane.. unbeknown to me and my party, that wasnâ€™t going to be the case coming home.  So .... we find out as weâ€™re checking in that we will be required to pick upâ", Aug 2019,19-Aug,,London - Cancun,Economy,6,4
329,Awful Airline,Booked a red eye first class fare from McCarran to JFK. Arrived at the airport. Hung out at the Amex Centurion Lounge instead. Ate a pretty decent dinner there. Everything went south after that. Boarding process was a little chaotic. Sat down in my seat where the lady next to meâ, Aug 2019,19-Aug,West Coast,New York City - Las Vegas,First Class,141,1
330,Avoid at all cost,Avoid at all cost. Recist gate manager. If you have boarding pass does not mean that you will definately fly. if they find customer who is ready to pay higher than you then they denied boarding with unaccepted reasons. I was travelling with my daughter and our seats were sold toâ, Aug 2019,19-Jul,,Paris - Dallas,Economy,1,1
331,Never flying with AA again.,They have a hard time making their connecting flights. My partner fly about 3x a year and only when we fly AA do we miss connecting flights and/ or get stranded at an airport. They constantly blame the weather even if a plane is running low on fuel and has to land somewhere elseâ, Aug 2019,19-Aug,,Mexico City - New York City,Economy,1,1
332,"""Nice Plane, LOUSY Service From Terminal to Take Off!""","This was a 1-stop flight from Billings to Dallas then Miami. Most of the problems occurred on the 2nd leg. We bought our seats through Expedia, a mistake I'll NEVER repeat, and had to wait to get our seats. It's supposedly 24 hours prior to departure when you do it online but Iâ", Aug 2019,19-Aug,"Miami, Florida",Billings - Miami,Economy,25,2
333,This Airline really sucks,"After a mission trip, one of our team members had fallen before we got to the airport & had a dislocated finger & scraped up nose. The leader asked for a wheelchair & then it all started. American Airlines was saying that she couldn't fly because of her injury. Afterâ", Aug 2019,19-Jul,"Midlothian, Virginia",Guatemala City - Richmond,Economy,333,2
334,Friendly Service with Aloha!,"I spent my time before the flight in both the Plaza Premium Lounge and the Admiral's Club. The Plaza Premium Lounge offered more amenities than the Admiral's Club, but was more crowded.  Service on this flight was very friendly, outgoing, and personable. Purser was proactive inâ", Aug 2019,19-Aug,Colorado,Toronto - Dallas,Business Class,509,3
335,Scenic View To Hawaii,We paid for this flight with vouchers received for volunteering to take later flights. This was a great flight and the Pilot gave a scenic tour of the islands and volcanoes! Red eye coming back and slept most of the way. Great deal with the American Airlines credit card. We useâ, Aug 2019,19-Aug,,Charlotte - Honolulu,Economy,34,4
336,Painful,"Seems the flights were always running late.  Got stuck in Charlotte, NC with late flights and it took me visiting 3 agents before I got a really nice lady at the AA customer service desk.  One of the bad agents booked me on what must have been a freight flight, one asked whereâ", Aug 2019,19-Aug,"Phoenix, Arizona",Flagstaff - Blountville,Economy,3,2
337,Routine flight from Seattle to Chicago ORD.,"Our family flew from Seattle to Chicago. All went  well for us. Check in was by kiosk, which in our view is inefficient for those of not used to it and because we were checking a hiking knapsack. This led to confusion because flying out on United the knapsack had to be bagged inâ", Aug 2019,19-Aug,"New Hartford, New York",Seattle - Chicago,Economy,175,4
338,Normal flight,"Normal flight (which is saying a lot) Flight on time, weather good, got luggage. Not much else to add other than I do wish the stewardess who have smiled, She wasn't rude but a smile goes a long way", Aug 2019,19-Aug,,Bentonville - Charlotte,Economy,6,4
339,Beautiful flight,Transported by wheelchair to my gate.  Everyone was sweet and kind.  My attendant that transported was a lovely lady who was happy and kind.  The AA attendant at the desk was kind and lovely.  The stewards in  the plane were quite kind and efficient.  There was different periodsâ, Aug 2019,19-Aug,"Cherry Hill, New Jersey",Philadelphia - San Francisco,First Class,76,5
340,Best help ever,"High Praise today for superior customer service, thanks to extra care and friendly treatment by the Traverse City Cherry Capital Airport American Airlines supervisor â€œRonâ€, a first class representative of a company that should be proud to claim him. He helped me out of whatâ", Aug 2019,19-Aug,"Free Union, Virginia",Traverse City - Charlottesville,Economy,237,5
341,Great Flight,Great flight. On-time departure and early arrival. No in-seat entertainment but you can use your own device to watch a movie or two. (Just be sure to download the app before you board the plane.), Aug 2019,19-Aug,"Alexandria, Virginia",Washington DC - Los Angeles,Economy,655,4
342,Lost my suitcase,I didnâ€™t receive my suitcase that I actually paid extra for it and yes they delivered to me in the next 24hrs but ruined my plans. I understand it can happen but still not satisfied., Aug 2019,19-Aug,"Fort Wayne, Indiana",Detroit - Puerto Plata,Economy,38,2
343,Small seats but Friendly Attendants,"It seems like every time I fly with AA the seats become smaller.  I really had a hard time, felt overwhelmed and hot, and almost had an anxiety attack (first time EVER on a plane and I fly quite frequently).", Aug 2019,19-Aug,"Detroit, Michigan",St. Thomas - Orlando,Economy,573,3
344,Vice President,"Wish I never dedicated myself to this airline.  You spend as much time on the ground experiencing mechanical issues, gate issues and lack of crew showing up.  I had my company fly me on Delta and United the last 3 months - 3 issues out of 22 flights amongst these two carriers. â", Aug 2019,19-Aug,"Dallas, United States",West Palm Beach - Dallas,Business Class,3,1
345,flight cancelled - again,"Got a text from AA around 9am that our 1pm flight was canceled, ended up having to scramble to get a flight home. After securing a new flight, I was unable to get seats on the first of the three flights from NY to CA (NY to DC to AZ to CA) - had to go to the airport and get aâ", Aug 2019,19-Aug,"El Dorado Hills, California",Syracuse - Sacramento,Economy,118,1
346,Last minute cancellation,Flight was cancelled a few hours before leaving for the airport. Spent 2 hours on the phone. Ended up splitting up the family onto two flights 6 hours apart! I had to leave to the airport earlier then planned with my children and forgot to pack a lot of things. Had to deal withâ, Aug 2019,19-Aug,Colorado,Denver - Providenciales,First Class,131,1
347,Family Trip to Daytona Beach,"I visit Daytona Beach every year.  This year I did two trip, one for me in the spring and then one for my grandchildren in August.  I typically fly another carrier.  This flight was average, lacking in some simple customer service though.  My granddaughter is a tiny thing andâ", Aug 2019,19-Aug,"Bonney Lake, Washington",Seattle - Daytona Beach,Economy,2,3
348,Lovely smooth flight,We flew on an 8 am flight.  I was transported by wheelchair to the gate.  The attendant was just lovely.  The people at the gate were kind and friendly to everyone waiting for their flights.  We boarded on time. The plane was clean and ready to go.   The service was superb andâ, Aug 2019,19-Aug,"Cherry Hill, New Jersey",Philadelphia - Los Angeles,First Class,76,5
349,Great Flights,"AA was on time and on top of all important points for my approval.  Congenial staff, friendly, helpful flight attendants, clean plane, comfy seats and amenities plus good food make travel a pleasure.  Prompt notices of gate changes was helpful also.  Running smoothly keepsâ", Aug 2019,19-Jul,,San Antonio - Richmond,First Class,11,5
350,The rumors are true...don't fly American,Countless friends & family members told us not to fly American- but we found a great rate so we took it. Our flight was delayed...TWICE. Without explanation. We were forced to check our carry-ons (which I hate doing because of the bag abuse) just because of our boarding group.â, Aug 2019,19-Aug,"Draper, Utah",Saint Louis - Salt Lake City,Economy,22,2
351,Dependable -- aside from the food,The ONLY complaint I have is about the food. I wish they didn't try so hard to make the food 'special' as fine cuisine really doesn't work for airline food. Plainer food more appropriate to being able to withstand flying conditions would be a far better option., Aug 2019,19-Aug,"Chapel Hill, North Carolina",London - Raleigh,Business Class,2,5
352,Absolutely the Worst Airline I have ever flown,"11 hours of travel for a 3 1/2 hour trip!!!! Last minute cancellation while on line to board with no explanation! We were given a flight the NEXT DAY! CUSTOMER SERVICE WAS IMPOSSIBLE TO FIND. After we did find someone and complained a lot, we were told we could ""spend the day inâ", Aug 2019,19-Aug,,New York City - Cancun,Economy,23,1
353,Great Service,Had more room seats which is always nice.  There was a delayed flight next to our original flight but it was leaving first.  They allowed us to scoot over at the last minute and accommodated the change easily and willingly.  Great service from American., Aug 2019,19-Aug,"Darien, Connecticut",New York City - San Jose,Economy,92,5
354,11 Hour delay that could've been avoided,Flight from PHL to CUN on 08/17/19 was delayed due to a mechanical problem.  We were told that this would just take about 30 minutes but it dragged on for over an hour.  Finally boarded and backed up 100 yards.  Returned to the terminal to fix another problem.  Waited on boardâ, Aug 2019,19-Aug,"Cherry Hill, New Jersey",Philadelphia - Cancun,Economy,16,1
355,NEVER AGAIN,"NEVER AGAIN!!! I booked a family trip originally on December 3 for our family of 7 with an infant to Portland Maine out of Detroit, Mi. It was schedule to leave out of Detroit at 6:10 am with a short layover in Charlotte, NC and arrive in Portland 12:06 pm. Not bad, 6 hours andâ", Aug 2019,19-Aug,,Detroit - Portland,Economy,1,1
356,more delays,got a seat for free after paying for premium seats on my original flight that was missed due to technical issues. Canadair regional jet was ghetto fabulous trashy, Aug 2019,19-Aug,"Livingston, Texas",Dallas - Albuquerque,Economy,189,2
357,delay after delay after delay,delayed 3 hours at Orlando for technical issues and missed my connector flight at DFW to ABQ. Long waits at the counter worn out 737., Aug 2019,19-Aug,"Livingston, Texas",Orlando - Dallas,Premium Economy,189,2
358,"Clean, On Time, Great Flight Attendants","I list the connecting flight in DFW because the Flight Attendants were outstanding, in a select group of the best we ever had in all aspects.  Both flights were on time and the aircraft were clean.", Aug 2019,19-Aug,"Fort Myers, Florida",Denver - Fort Myers,First Class,54,5
359,Class Action needed,"On July 26th, my daughter and I were anticipating a 705 a.m. departure from PHL to PHX then on to KOA.  However, due to mechanical difficulties, I received a text at 4 a.m. informing me my flight to PHX was delayed and I would miss my connection.  I immediately contacted theâ", Aug 2019,19-Jul,"York, Pennsylvania",Philadelphia - Kailua-Kona,First Class,9,1
360,Travel American!,"Flights were perfectly timed. Attendents were courteous and professional. Flying today is simply transportation.  The days of glamor flying are over.  If you get treated nicely and flights are on-time, that's all you can hope for & expect. This experience met those expectations!", Aug 2019,19-Aug,"Key West, Florida",Huntsville - San Jose,Premium Economy,103,5
361,Family Vacation,"For our vacation to Myrtle Beach we travelled on an American Airlines operated flight from La Guardia, NY. It was a morning flight and our first time traveling from this airport. It was also our first time flying with American Airlines.  Happy to say the flight was on time andâ", Aug 2019,19-Aug,,New York City - Myrtle Beach,Economy,45,3
362,"Had a last minute work change, I was told I would recieve a refund, they refused","I had a last-minute change in work, and I was not able to take my weekend get away trip. I called to cancel my flight, and the person I spoke with told me I would receive a refund. Three weeks later I recieved my bill to see I still owed money. I called customer service theyâ", Aug 2019,19-Jul,,Pittsburgh - Kansas City,Economy,1,1
363,American Got Us There,"Took American's regional airline from Chicago to Burlington, VT. Despite thunderstorms backing up our departure from ORD, we arrived in Burlington within 15 minutes of schedule. Our gate checked bag and SFO checked bag both arrived with us. A bonus, the flight attendants wereâ", Aug 2019,19-Aug,"Sonoma, California",Chicago - Burlington,Economy,"1,923",4
364,Flight,"Excellent flight, on time arrived early comfortable seats friendly staff & great take off & landing by the pilots on both flights & great pricing. Thank you American", Aug 2019,19-Aug,"Santo Domingo, Dominican Republic",Miami - Punta Cana,Business Class,23,5
365,Bad customer service ,Stupid air crew promised to attend to me regarding my 7 yr old daughter not being able to watch any movies because the ear plug broke in the portal.He never attended to me and pretended to forget...a true grade A idiot.I however decided not to say anything to him as I gave herâ, Aug 2019,NA,,Philadelphia - London,Economy,5,1
366,From start to finish OK,"The wonderful Terrence of American Airlines at PIT airport helped us with the computer check-in and even kissed my wife's hand when everything was completed. What a gentleman and a highlight of our trip to the USA and compliments to AA. The flight was fine,too.", Aug 2019,19-Jul,"Lohne (Oldenburg), Germany",Pittsburgh - Charlotte,Economy,381,3
367,Everything was what we expected - in a positive sense,"I hadn't flown American for over 30 years and,considering how so many more people now seem to fly,the experience was just as good as previously. Friendly service and  good punctuality. Just what we wanted.", Aug 2019,19-Jul,"Lohne (Oldenburg), Germany",Charlotte - San Francisco,Economy,381,3
368,American Airlines,"My total experience with American Airlines is always 5 stars. Since I began flying Iâ€™ve always fly with American Airlines, Iâ€™ve been flying with American Airlines for 21 years and I never had any problems. Planes are huge and lots of space so no cramping with others. Chairs haveâ", Aug 2019,19-Aug,,Miami - New York City,Premium Economy,3,5
369,Avoid if Possible,"On way got flight cancelled in chicago,lost my time for venice,lost luggage,no compensation,gave few dollars in e vouchers,not usable,avoid american air", Aug 2019,19-Jul,,Los Angeles - Venice,Economy,2,1
370,Lack of special assistance from AA,"If you need special assistance when you are traveling, you are required to call the airline to make those arrangements in advance with hopes that the trip would be seamless. Unfortunately, this was not the case on this flight. What a mess! Firstly, our flight was delayed due toâ", Aug 2019,19-Aug,"North Miami, Florida, USA",Raleigh - Miami,First Class,171,2
371,"A nice trip, without incident.","We flew from Kansas City to Dallas and then on to Mexico City. Other than the fact that there was no food served, everything went very well.", Aug 2019,19-Aug,,Kansas City - Mexico City,Economy,3,4
